"","longname","name","link","s2_formula","s2_formula_mathml"
"202","MCARI/MTVI2","MCARI-MTVI2","http://www.indexdatabase.de/db/i-single.php?id=197","(((band_5-band_4)-0.2*(band_5-band_3))*((band_5)/(band_4)))/((1.5*(1.2*(band_8-band_3)-2.5*(band_4-band_3))/(sqrt((2*band_8+1)^2-(6*band_8-5*sqrt(band_4))-0.5))))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mrow>
          <mo>(</mo>
          <mrow>
           <mrow>
            <mi mathcolor=""#443399"">700nm</mi>
            <mo>-</mo>
            <mi mathcolor=""#443399"">670nm</mi>
           </mrow>
          </mrow>
          <mo>)</mo>
         </mrow>
         <mo>-</mo>
         <mrow>
          <mn>0.2</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">700nm</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">550nm</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
      <mo>&amp;InvisibleTimes;</mo>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mfrac>
         <mrow>
          <mi mathcolor=""#443399"">700nm</mi>
         </mrow>
         <mrow>
          <mi mathcolor=""#443399"">670nm</mi>
         </mrow>
        </mfrac>
       </mrow>
       <mo>)</mo>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mo>(</mo>
      <mrow>
       <mrow>
        <mn>1.5</mn>
        <mo>&amp;InvisibleTimes;</mo>
        <mfrac>
         <mrow>
          <mrow>
           <mrow>
            <mrow>
             <mn>1.2</mn>
             <mo>&amp;InvisibleTimes;</mo>
             <mrow>
              <mo>(</mo>
              <mrow>
               <mrow>
                <mi mathcolor=""#443399"">800nm</mi>
                <mo>-</mo>
                <mi mathcolor=""#443399"">550nm</mi>
               </mrow>
              </mrow>
              <mo>)</mo>
             </mrow>
            </mrow>
            <mo>-</mo>
            <mrow>
             <mn>2.5</mn>
             <mo>&amp;InvisibleTimes;</mo>
             <mrow>
              <mo>(</mo>
              <mrow>
               <mrow>
                <mi mathcolor=""#443399"">670nm</mi>
                <mo>-</mo>
                <mi mathcolor=""#443399"">550nm</mi>
               </mrow>
              </mrow>
              <mo>)</mo>
             </mrow>
            </mrow>
           </mrow>
          </mrow>
         </mrow>
         <mrow>
          <msqrt>
           <mrow>
            <msup>
             <mrow>
              <mo>(</mo>
              <mrow>
               <mrow>
                <mrow>
                 <mn>2</mn>
                 <mo>&amp;InvisibleTimes;</mo>
                 <mi mathcolor=""#443399"">800nm</mi>
                </mrow>
                <mo>+</mo>
                <mn>1</mn>
               </mrow>
              </mrow>
              <mo>)</mo>
             </mrow>
             <mn>2</mn>
            </msup>
            <mo>-</mo>
            <mrow>
             <mrow>
              <mo>(</mo>
              <mrow>
               <mrow>
                <mrow>
                 <mn>6</mn>
                 <mo>&amp;InvisibleTimes;</mo>
                 <mi mathcolor=""#443399"">800nm</mi>
                </mrow>
                <mo>-</mo>
                <mrow>
                 <mn>5</mn>
                 <mo>&amp;InvisibleTimes;</mo>
                 <msqrt>
                  <mi mathcolor=""#443399"">670nm</mi>
                 </msqrt>
                </mrow>
               </mrow>
              </mrow>
              <mo>)</mo>
             </mrow>
             <mo>-</mo>
             <mn>0.5</mn>
            </mrow>
           </mrow>
          </msqrt>
         </mrow>
        </mfrac>
       </mrow>
      </mrow>
      <mo>)</mo>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"203","Modified Chlorophyll Absorption in Reflectance Index 2","MCARI2","http://www.indexdatabase.de/db/i-single.php?id=43","(1.5*(2.5*(band_8-band_4)-1.3*(band_8-band_3))/(sqrt((2*band_8+1)^2-(6*band_8-5*sqrt(band_4))-0.5)))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mrow>
   <mo>(</mo>
   <mrow>
    <mrow>
     <mn>1.5</mn>
     <mo>&amp;InvisibleTimes;</mo>
     <mfrac>
      <mrow>
       <mrow>
        <mrow>
         <mrow>
          <mn>2.5</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">800nm</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">670nm</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
         <mo>-</mo>
         <mrow>
          <mn>1.3</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">800nm</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">550nm</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
        </mrow>
       </mrow>
      </mrow>
      <mrow>
       <msqrt>
        <mrow>
         <msup>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mrow>
              <mn>2</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <mi mathcolor=""#443399"">800nm</mi>
             </mrow>
             <mo>+</mo>
             <mn>1</mn>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
          <mn>2</mn>
         </msup>
         <mo>-</mo>
         <mrow>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mrow>
              <mn>6</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <mi mathcolor=""#443399"">800nm</mi>
             </mrow>
             <mo>-</mo>
             <mrow>
              <mn>5</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <msqrt>
               <mi mathcolor=""#443399"">670nm</mi>
              </msqrt>
             </mrow>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
          <mo>-</mo>
          <mn>0.5</mn>
         </mrow>
        </mrow>
       </msqrt>
      </mrow>
     </mfrac>
    </mrow>
   </mrow>
   <mo>)</mo>
  </mrow>
 </mrow>
</math>"
"204","Modified Soil Adjusted Vegetation Index","MSAVI2","http://www.indexdatabase.de/db/i-single.php?id=44","(2*band_8+1-sqrt((2*band_8+1)^2-8*(band_8-band_4)))/(2)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mrow>
       <mn>2</mn>
       <mo>&amp;InvisibleTimes;</mo>
       <mi mathcolor=""#443399"">NIR</mi>
      </mrow>
      <mo>+</mo>
      <mrow>
       <mn>1</mn>
       <mo>-</mo>
       <msqrt>
        <mrow>
         <msup>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mrow>
              <mn>2</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <mi mathcolor=""#443399"">NIR</mi>
             </mrow>
             <mo>+</mo>
             <mn>1</mn>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
          <mn>2</mn>
         </msup>
         <mo>-</mo>
         <mrow>
          <mn>8</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">NIR</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">RED</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
        </mrow>
       </msqrt>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mn>2</mn>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"205","Modified Soil Adjusted Vegetation Index hyper","MSAVIhyper","http://www.indexdatabase.de/db/i-single.php?id=45","(0.5)*((2*band_8+1)-sqrt((2*band_8+1)^2-8*(band_8-band_4)))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mrow>
   <mrow>
    <mo>(</mo>
    <mrow>
     <mn>0.5</mn>
    </mrow>
    <mo>)</mo>
   </mrow>
   <mo>&amp;InvisibleTimes;</mo>
   <mrow>
    <mo>(</mo>
    <mrow>
     <mrow>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mrow>
          <mn>2</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mi mathcolor=""#443399"">800nm</mi>
         </mrow>
         <mo>+</mo>
         <mn>1</mn>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
      <mo>-</mo>
      <msqrt>
       <mrow>
        <msup>
         <mrow>
          <mo>(</mo>
          <mrow>
           <mrow>
            <mrow>
             <mn>2</mn>
             <mo>&amp;InvisibleTimes;</mo>
             <mi mathcolor=""#443399"">800nm</mi>
            </mrow>
            <mo>+</mo>
            <mn>1</mn>
           </mrow>
          </mrow>
          <mo>)</mo>
         </mrow>
         <mn>2</mn>
        </msup>
        <mo>-</mo>
        <mrow>
         <mn>8</mn>
         <mo>&amp;InvisibleTimes;</mo>
         <mrow>
          <mo>(</mo>
          <mrow>
           <mrow>
            <mi mathcolor=""#443399"">800nm</mi>
            <mo>-</mo>
            <mi mathcolor=""#443399"">670nm</mi>
           </mrow>
          </mrow>
          <mo>)</mo>
         </mrow>
        </mrow>
       </mrow>
      </msqrt>
     </mrow>
    </mrow>
    <mo>)</mo>
   </mrow>
  </mrow>
 </mrow>
</math>"
"206","Modified Triangular Vegetation Index 2","MTVI2","http://www.indexdatabase.de/db/i-single.php?id=47","(1.5*(1.2*(band_8-band_3)-2.5*(band_4-band_3))/(sqrt((2*band_8+1)^2-(6*band_8-5*sqrt(band_4))-0.5)))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mrow>
   <mo>(</mo>
   <mrow>
    <mrow>
     <mn>1.5</mn>
     <mo>&amp;InvisibleTimes;</mo>
     <mfrac>
      <mrow>
       <mrow>
        <mrow>
         <mrow>
          <mn>1.2</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">800nm</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">550nm</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
         <mo>-</mo>
         <mrow>
          <mn>2.5</mn>
          <mo>&amp;InvisibleTimes;</mo>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mi mathcolor=""#443399"">670nm</mi>
             <mo>-</mo>
             <mi mathcolor=""#443399"">550nm</mi>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
         </mrow>
        </mrow>
       </mrow>
      </mrow>
      <mrow>
       <msqrt>
        <mrow>
         <msup>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mrow>
              <mn>2</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <mi mathcolor=""#443399"">800nm</mi>
             </mrow>
             <mo>+</mo>
             <mn>1</mn>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
          <mn>2</mn>
         </msup>
         <mo>-</mo>
         <mrow>
          <mrow>
           <mo>(</mo>
           <mrow>
            <mrow>
             <mrow>
              <mn>6</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <mi mathcolor=""#443399"">800nm</mi>
             </mrow>
             <mo>-</mo>
             <mrow>
              <mn>5</mn>
              <mo>&amp;InvisibleTimes;</mo>
              <msqrt>
               <mi mathcolor=""#443399"">670nm</mi>
              </msqrt>
             </mrow>
            </mrow>
           </mrow>
           <mo>)</mo>
          </mrow>
          <mo>-</mo>
          <mn>0.5</mn>
         </mrow>
        </mrow>
       </msqrt>
      </mrow>
     </mfrac>
    </mrow>
   </mrow>
   <mo>)</mo>
  </mrow>
 </mrow>
</math>"
"207","Surface Reflectance B01","B01","","band_1",""
"208","Surface Reflectance B02","B02","","band_2",""
"209","Surface Reflectance B03","B03","","band_3",""
"210","Surface Reflectance B04","B04","","band_4",""
"211","Surface Reflectance B05","B05","","band_5",""
"212","Surface Reflectance B06","B06","","band_6",""
"213","Surface Reflectance B07","B07","","band_7",""
"214","Surface Reflectance B08","B08","","band_8",""
"215","Surface Reflectance B8A","B8A","","band_8a",""
"216","Surface Reflectance B09","B09","","band_9",""
"217","Surface Reflectance B11","B11","","band_11",""
"218","Surface Reflectance B12","B12","","band_12",""
